web-scraper-order,web-scraper-start-url,detail_link,detail_link-href,restaurant_name,total_stars,number_of_reviews,cuisine_type,price_class,raw_description,opening_times,address,district,long_lat,all_amenities,lat,long,takes_reservations,delivery,outdoor_seating,good_for_kids,good_for_groups,tv
1705096830-157,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=80,Wirtschaft im Franz,https://de.yelp.ch/biz/wirtschaft-im-franz-z%C3%BCrich?osq=Restaurants,Wirtschaft im Franz,4.3,(3 reviews),Schweizer Küche,3.0,"Alle zwei Wochen gibt es in der Wirtschaft im Franz zwei saisonale 4-Gang-Menus, eines mit
Fisch/Fleisch, eines vegetarisch.  Das Menu kostet zwischen CHF 59.- und CHF 89.-.  Für Gäste, die
kein 4-Gang-Menu möchten können sich Teile aus den beiden 4-Gänger zusammenstellen.  Das A…","11:30 AM - 2:00 PM, 5:00 PM - 12:00 AM (Folgetag)",Bremgartnerstrasse 18 8003 Zürich,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372246%2C8.519646&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372246%2C8.519646&signature=XnVVWY3ySs_P4O7iinCIrkAveT0=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienFür Gruppen geeignetParkieren an der StrasseWLAN kostenlosAlle AlkoholikaTVNicht für Kinder geeignet,47.372246,8.519646,1.0,0.0,1.0,0.0,1.0,1.0
1705096837-158,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=80,Alten Löwen,https://de.yelp.ch/biz/alten-l%C3%B6wen-z%C3%BCrich?osq=Restaurants,Alten Löwen,4.4,(10 reviews),Schweizer Küche,3.0,"Wilkommen in der Quartierbeiz für Geniesser  Essen Trinken Zufriedenheit! Diese drei Schlagworte
symbolisieren unsere Berufung zur Gastronomie und unsere Freude an der Gastfreundschaft.  Seit
bereits vielen Jahren verzichten wir auf Convenience-Produkte. Bouillonpaste und dergleichen ver…","11:30 AM - 2:00 PM, 6:00 PM - 12:00 AM (Folgetag)",Universitätstrasse 111 8006 Zürich,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384990%2C8.548244&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384990%2C8.548244&signature=9q-FPiSB_2_SbliqK7rv4jdQoSY=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienLegerLeiseFür Gruppen geeignetFür Kinder geeignetParkieren auf KundenparkplatzBedienungWLAN kostenlosAlle AlkoholikaHunde erlaubtRollstuhlgerechtKeine Happy HourKein Drive-InKein TV,47.38499,8.548244,1.0,0.0,1.0,1.0,1.0,1.0
1705096846-159,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=80,Ikoo,https://de.yelp.ch/biz/ikoo-z%C3%BCrich?osq=Restaurants,Ikoo,4.1,(50 reviews),Ramen,2.0,,"11:30 AM - 2:00 PM, 6:00 PM - 10:30 PM",Bäckerstrasse 39 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.374958%2C8.528684&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.374958%2C8.528684&signature=zZzPzSIAahjx1jtzkgo9ilVx1vU=,"Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienLeger, TrendyLautFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Mittagessen, AbendessenParkieren an der StrasseNur Bier & WeinTVKein WLAN",47.374958,8.528684,1.0,0.0,1.0,1.0,1.0,1.0
1705096861-161,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,The High Heel Gourmet Café,https://de.yelp.ch/biz/the-high-heel-gourmet-caf%C3%A9-z%C3%BCrich?osq=Restaurants,The High Heel Gourmet Café,5.0,(1 review),International,,"Creative Southern Californian cuisine by Los Angeles chef. Cozy small restaurant with cozy seats in a
city heritage rose garden and patio seats. Serving lunch, brunch, tapas bar and weekend dinner.
Gluten free, dairy free, keto and vegan option available. Zero waste kitchen.","11:00 AM - 2:30 PM, 4:00 PM - 10:30 PM",Zentralstrasse 72 8003 Zürich,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.373081%2C8.518189&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.373081%2C8.518189&signature=52304TAHbqETWnpRGv_xHe9kAnI=,Reservationen möglichLieferung möglichBestellung zum Abholen,47.373081,8.518189,1.0,1.0,,,,
1705096868-162,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Restaurant GUSTAV,https://de.yelp.ch/biz/restaurant-gustav-z%C3%BCrich?osq=Restaurants,Restaurant GUSTAV,4.3,(3 reviews),Mediterran,,,"11:30 AM - 2:30 PM, 6:00 PM - 12:00 AM (Folgetag)",Gustav-Gull-Platz 5 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.379466%2C8.530993&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.379466%2C8.530993&signature=vib1AJA1wR-L0DIuj4S-Rf1QL4Y=,Kein LieferserviceSchick,47.379466,8.530993,,0.0,,,,
1705096876-163,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Restaurant Didi’s Frieden,https://de.yelp.ch/biz/restaurant-didis-frieden-z%C3%BCrich?osq=Restaurants,Restaurant Didi's Frieden,4.7,(23 reviews),Modern-Europäisch,4.0,,"11:00 AM - 2:30 PM, 5:00 PM - 12:00 AM (Folgetag)",Stampfenbachstrasse 32 8006 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.379290%2C8.543588&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.379290%2C8.543588&signature=ADpFF8hvOacIXRtTxmIsM051rZk=,"Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Mittagessen, AbendessenParkieren an der StrasseWLAN kostenlosAlle AlkoholikaTV",47.37929,8.543588,1.0,0.0,1.0,1.0,1.0,1.0
1705096883-164,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,The Artisan,https://de.yelp.ch/biz/the-artisan-z%C3%BCrich?osq=Restaurants,The Artisan,3.9,(12 reviews),International,2.0,"Es erwarten dich artisanale Speisen, Craft Biere, Naturweine und erfrischende Drinks. Mittagessen,
Abendessen, Kaffee und Getränke","11:30 AM - 2:00 PM, 6:00 PM - 12:00 AM (Folgetag)",Nordbrücke 4 8037 Zürich,Kreis 10,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.393815%2C8.529701&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.393815%2C8.529701&signature=aAOBGFGMrDTM_4wK9LmwyEvkbEA=,Reservationen möglichBestellung zum AbholenKein LieferserviceVegane AngeboteSitzplätze im FreienFür Gruppen geeignetFür Kinder geeignetBedienungTVNicht zum Tanzen geeignet,47.393815,8.529701,1.0,0.0,1.0,1.0,1.0,1.0
1705096889-165,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,apoTHEKE,https://de.yelp.ch/biz/apotheke-z%C3%BCrich-5?osq=Restaurants,apoTHEKE,4.3,(4 reviews),Café,1.0,,8:00 AM - 10:00 PM,Züribergstrasse 17 8032 Zürich,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372664%2C8.550455&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372664%2C8.550455&signature=0it67RDOaOavNkFy_x1PGfv9Yb8=,"Bestellung zum AbholenKeine ReservierungenKein LieferserviceSitzplätze im FreienVertraut, EdelModerate LautstärkeEmpfehlenswert für: FrühstückWLAN kostenlosAlle AlkoholikaTVNicht für Gruppen geeignetNicht für Kinder geeignetKeine Bedienung",47.372664,8.550455,,0.0,1.0,0.0,0.0,1.0
1705096902-167,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=70,Five Spice,https://de.yelp.ch/biz/five-spice-z%C3%BCrich?osq=Restaurants,Five Spice,4.3,(39 reviews),Thailändisch,2.0,,"11:00 AM - 2:00 PM, 5:30 PM - 10:00 PM",Zweierstrasse 106 8003 Zürich,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.371814%2C8.521515&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.371814%2C8.521515&signature=9jm2E7p6ZZDfkYOaJVmkqd8Q6zI=,Reservationen möglichLieferung möglichBestellung zum AbholenSitzplätze im FreienModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetAlle AlkoholikaTVKein WLAN,47.371814,8.521515,1.0,1.0,1.0,1.0,1.0,1.0
1705096921-169,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,STERNEN GRILL,https://de.yelp.ch/biz/sternen-grill-z%C3%BCrich-4?osq=Restaurants,STERNEN GRILL,4.3,(148 reviews),BBQ & Barbecue,1.0,"Am Sternen Grill am Bellevue Zürich trifft sich die Welt. Hier geniessen Weltstars, Touristen, Pendler,
Studenten, Pensionäre, Prominente, Einheimische, Geschäftsleute und alle Wurstliebhaber ""das
Original"" und viele weitere Schweizer Klassiker bis spät in die Nacht. Heiss begehrt ist dabei die St.…",10:30 AM - 11:45 PM,,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.367154%2C8.545499&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.367154%2C8.545499&signature=aDdih4XwGSFiHe03ZKi-Vy7E_ds=,"Bestellung zum AbholenKeine ReservierungenKein LieferserviceSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Mittagessen, AbendessenParkieren im ParkhausBedienungWLAN kostenlosAlle AlkoholikaHunde erlaubtRollstuhlgerechtTV",47.367154,8.545499,,0.0,1.0,1.0,1.0,1.0
1705096928-170,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,La Bottega di Mario,https://de.yelp.ch/biz/la-bottega-di-mario-z%C3%BCrich?osq=Restaurants,La Bottega di Mario,1.0,(1 review),Italienisch,,,11:30 AM - 11:00 PM,Nüschelerstrasse 6 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.371339%2C8.537471&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.371339%2C8.537471&signature=-sMOhGVepqo5zKSnsgRL82FW6v8=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienParkieren auf KundenparkplatzBedienungWLAN kostenlosAlle AlkoholikaRollstuhlgerechtKeine Happy HourKein TV,47.371339,8.537471,1.0,0.0,1.0,,,1.0
1705096935-171,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Isebähnli,https://de.yelp.ch/biz/iseb%C3%A4hnli-z%C3%BCrich?osq=Restaurants,Isebähnli,4.6,(37 reviews),Wirtschaft & Beiz,3.0,,"12:00 PM - 2:00 PM, 6:00 PM - 11:30 PM",Froschaugasse 26 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.373180%2C8.544910&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.373180%2C8.544910&signature=KgViuidJzkXSPGsvKHFdXhCOniY=,"Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienVertraut, RomantischModerate LautstärkeFür Gruppen geeignetBedienungWLAN kostenlosAlle AlkoholikaNicht für Kinder geeignetKein TV",47.37318,8.54491,1.0,0.0,1.0,0.0,1.0,1.0
1705096942-172,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Restaurant Markthalle,https://de.yelp.ch/biz/restaurant-markthalle-z%C3%BCrich-2?osq=Restaurants,Restaurant Markthalle,4.1,(22 reviews),Schweizer Küche,2.0,Gruppen und Bankette,9:00 AM - 12:00 AM (Folgetag),Limmatstrasse 231 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.387600%2C8.526130&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.387600%2C8.526130&signature=TksW5982ToXwI08QWCPvq3s1-jw=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienEdelModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: BrunchParkieren an der StrasseWLAN kostenlosAlle AlkoholikaKein TV,47.3876,8.52613,1.0,0.0,1.0,1.0,1.0,1.0
1705096951-173,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,India Street Food,https://de.yelp.ch/biz/india-street-food-z%C3%BCrich?osq=Restaurants,India Street Food,4.0,(18 reviews),Indisch,1.0,,11:30 AM - 11:30 PM,Langstrasse 213 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383128%2C8.530095&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383128%2C8.530095&signature=7dFrOlkbIMgFejfnSm6KQ4A_hqA=,Bestellung zum AbholenKeine ReservierungenKein LieferserviceLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: MittagessenTVKeine Sitzplätze im FreienKein WLANKein Alkohol,47.383128,8.530095,,0.0,1.0,1.0,1.0,1.0
1705096958-174,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Ristorante Italia,https://de.yelp.ch/biz/ristorante-italia-z%C3%BCrich-2?osq=Restaurants,Ristorante Italia,4.4,(44 reviews),Italienisch,2.0,,"11:30 AM - 2:00 PM, 6:00 PM - 12:00 AM (Folgetag)",Zeughausstrasse 61 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.376360%2C8.529223&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.376360%2C8.529223&signature=ZejLncff2sVQqFK5aG78dkLbJHE=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetAlle AlkoholikaTVKein WLAN,47.37636,8.529223,1.0,0.0,1.0,1.0,1.0,1.0
1705096966-175,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Più,https://de.yelp.ch/biz/pi%C3%B9-z%C3%BCrich-4?osq=Restaurants,Più,4.9,(8 reviews),Italienisch,,,9:00 AM - 11:45 PM,Hardstrasse 259 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.388816%2C8.520099&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.388816%2C8.520099&signature=IcHridndV9vNJQ31BsTHSYdsKkM=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienBedienungAlle AlkoholikaHunde erlaubtRollstuhlgerechtKein TV,47.388816,8.520099,1.0,0.0,1.0,,,1.0
1705096974-176,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=60,Kang In,https://de.yelp.ch/biz/kang-in-d%C3%BCbendorf?osq=Restaurants,Kang In,4.7,(16 reviews),Kambodschanisch,2.0,,"11:30 AM - 2:30 PM, 5:30 PM - 10:30 PM",Zürichstrasse 27 8600 Dübendorf,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.396598%2C8.614242&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.396598%2C8.614242&signature=9K8Niv0UMVHGWWgkgZfgZCZp2yU=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienLautFür Gruppen geeignetFür Kinder geeignetAlle AlkoholikaTVKein WLAN,47.396598,8.614242,1.0,0.0,1.0,1.0,1.0,1.0
1705096998-179,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=50,Chickeria,https://de.yelp.ch/biz/chickeria-z%C3%BCrich?osq=Restaurants,Chickeria,3.5,(8 reviews),Fast Food,1.0,"Why is there no restaurant that offers a varied, daily fresh range of top quality food in the blink of
an eye and at the same time fulfils a local lifestyle? A world between a modern restaurant and Swiss
charm. This is the world of Chickeria - or in short: ""Schnell öpis feins"".",8:00 AM - 1:00 AM (Folgetag),Hofwiesenstrasse 370 8050 Zürich,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.411347%2C8.544882&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.411347%2C8.544882&signature=47kNodnoTobFn8lkQmADZ5PENGw=,Bestellung zum AbholenKeine ReservierungenKein LieferserviceSitzplätze im FreienModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetNur Bier & WeinKeine BedienungKein Drive-InKein TV,47.411347,8.544882,,0.0,1.0,1.0,1.0,1.0
1705097004-180,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=50,Restaurant Bi Ois,https://de.yelp.ch/biz/restaurant-bi-ois-z%C3%BCrich?osq=Restaurants,Restaurant Bi Ois,5.0,(1 review),Schweizer Küche,2.0,,,Quellenstrasse 49 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.386260%2C8.528688&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.386260%2C8.528688&signature=XIjLOIG3f5SV3lzNm1DchTDWT_U=,Reservationen möglichSitzplätze im FreienFür Gruppen geeignetFür Kinder geeignetBedienungNur Bier & WeinTV,47.38626,8.528688,1.0,,1.0,1.0,1.0,1.0
1705097010-181,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=50,Da Marco,https://de.yelp.ch/biz/da-marco-z%C3%BCrich?osq=Restaurants,Da Marco,4.7,(3 reviews),Italienisch,2.0,,,,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384436%2C8.531759&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384436%2C8.531759&signature=4iw-T-m_8m2YW7kSFgDzfGOYsPw=,Reservationen möglichBestellung zum AbholenFür Gruppen geeignetFür Kinder geeignet,47.384436,8.531759,1.0,,,1.0,1.0,
1705097017-182,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=50,Brisket,https://de.yelp.ch/biz/brisket-z%C3%BCrich?osq=Restaurants,Brisket,4.2,(47 reviews),Bar,2.0,,"11:30 AM - 2:00 PM, 6:00 PM - 11:30 PM",Pfingstweidstrasse 6 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.387943%2C8.518546&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.387943%2C8.518546&signature=TtUkLvT2HShzeaFb5QhT2eKJyd4=,"Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienLeger, TrendyLautFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Mittagessen, AbendessenBedienungBeste Nächte: Freitag, Samstag, SonntagAlle AlkoholikaRauchen nur im Freien erlaubtHunde erlaubtNicht zum Tanzen geeignetKein BilliardtischKein WLANKein TV",47.387943,8.518546,1.0,0.0,1.0,1.0,1.0,1.0
1705097024-183,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=50,Moudi’s lecker Garten,https://de.yelp.ch/biz/moudis-lecker-garten-z%C3%BCrich?osq=Restaurants,Moudi's lecker Garten,4.3,(8 reviews),Libanesisch,2.0,"Lecker. Frisch. Authentisch. Gesund. Wir interpretieren die libanesische Küche neu. Anders. Wie wir
es mögen. Unsere 47 Mezzesorten sind ausnahmslos selbst zubereitet. Ebenso ist jede Schale, jeder
Löffel und natürlich unsere Zutaten persönlich ausgesucht und zusammengestellt. Der lecker Gart…",11:30 AM - 11:00 PM,Winterthurerstrasse 86 8006 Zürich,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.390924%2C8.545685&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.390924%2C8.545685&signature=3HE6ZHn0Q2SCRmcH34Ks-e36o1o=,Reservationen möglichKein LieferserviceKeine MitnahmeFür Gruppen geeignetFür Kinder geeignetBedienungAlle AlkoholikaTV,47.390924,8.545685,1.0,0.0,,1.0,1.0,1.0
1705097031-184,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=50,Chuchi am Wasser,https://de.yelp.ch/biz/chuchi-am-wasser-z%C3%BCrich?osq=Restaurants,Chuchi am Wasser,3.4,(9 reviews),Café,2.0,,10:30 AM - 11:00 PM,Wasserwerkstrasse 21 8006 Zürich,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383032%2C8.539669&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383032%2C8.539669&signature=6yyNDQDh3QT0EkfQTeKu6JxZYUQ=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetGeeignet zum ArbeitenWLAN kostenlosAlle AlkoholikaTV,47.383032,8.539669,1.0,0.0,1.0,1.0,1.0,1.0
1705097046-186,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=40,Maki Haus,https://de.yelp.ch/biz/maki-haus-z%C3%BCrich?osq=Restaurants,Maki Haus,4.5,(6 reviews),Japanisch,,,,Stampfenbachstrasse 12 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.378156%2C8.543775&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.378156%2C8.543775&signature=xWjo2tDGEocGrcoo5t6rX0_INUQ=,Edel,47.378156,8.543775,,,,,,
1705097053-187,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=40,Texas,https://de.yelp.ch/biz/texas-d%C3%BCbendorf?osq=Restaurants,Texas,4.1,(15 reviews),Amerikanisch,3.0,,"11:30 AM - 2:00 PM, 5:00 PM - 11:00 PM",Usterstrasse 68 8600 Dübendorf,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.396377%2C8.626134&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.396377%2C8.626134&signature=jCI1zLqLxw1EcdNz8hRe5W2NSss=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: DessertAlle AlkoholikaTVKein WLAN,47.396377,8.626134,1.0,0.0,1.0,1.0,1.0,1.0
