web-scraper-order,web-scraper-start-url,detail_link,detail_link-href,restaurant_name,total_stars,number_of_reviews,cuisine_type,price_class,raw_description,opening_times,address,district,long_lat,all_amenities,lat,long,takes_reservations,delivery,outdoor_seating,good_for_kids,good_for_groups,tv
1705095948-30,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=210,Dogfather,https://de.yelp.ch/biz/dogfather-z%C3%BCrich?osq=Restaurants,Dogfather,5.0,(1 review),Hot Dog,,,"11:30 AM - 1:30 PM, 5:00 PM - 12:00 AM (Folgetag)",Militärstrasse 16 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.376555%2C8.533110&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.376555%2C8.533110&signature=2X8anNVOMfYRWVv8Dj09x1qnxqQ=,Reservationen möglichBestellung zum AbholenKein LieferserviceFür Kinder geeignet,47.376555,8.53311,1.0,0.0,,1.0,,
1705095964-32,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Restaurant Chez Fritz,https://de.yelp.ch/biz/restaurant-chez-fritz-kilchberg?osq=Restaurants,Restaurant Chez Fritz,4.2,(9 reviews),International,3.0,,11:00 AM - 12:00 AM (Folgetag),Seestrasse 195b 8802 Kilchberg,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.319384%2C8.553097&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.319384%2C8.553097&signature=VTWChZRRaSha_SoA6aUwrZ3iVnQ=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienEdelFür Kinder geeignetNur Bier & WeinNicht für Gruppen geeignet,47.319384,8.553097,1.0,0.0,1.0,1.0,0.0,
1705095971-33,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Restaurant Hardhof,https://de.yelp.ch/biz/restaurant-hardhof-z%C3%BCrich?osq=Restaurants,Restaurant Hardhof,4.7,(23 reviews),Schweizer Küche,2.0,,11:00 AM - 12:00 AM (Folgetag),Badenerstrasse 344 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.378181%2C8.510963&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.378181%2C8.510963&signature=-TUjdSd0QPNkUKEOPXjye7Mar54=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetBedienungAlle AlkoholikaTVNicht für Kinder geeignet,47.378181,8.510963,1.0,0.0,1.0,0.0,1.0,1.0
1705095977-34,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Rheinfelder Bierhalle,https://de.yelp.ch/biz/rheinfelder-bierhalle-z%C3%BCrich?osq=Restaurants,Rheinfelder Bierhalle,4.1,(105 reviews),Bierhalle,2.0,,9:00 AM - 12:00 AM (Folgetag),Niederdorfstrasse 76 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.375908%2C8.544206&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.375908%2C8.544206&signature=0A28_3EEvWfNgby7u1jcXiVUQdA=,"Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetEmpfehlenswert für: Mittagessen, AbendessenNur Bier & WeinHunde erlaubtTVNicht für Kinder geeignetKein WLAN",47.375908,8.544206,1.0,0.0,1.0,0.0,1.0,1.0
1705095989-36,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Più,https://de.yelp.ch/biz/pi%C3%B9-z%C3%BCrich-5?osq=Restaurants,Più,3.6,(19 reviews),Italienisch,2.0,mehr pizza. mehr dolci. mehr napoli. in zürich.,7:00 AM - 11:45 PM,Kasernenstrasse 95 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.377292%2C8.535307&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.377292%2C8.535307&signature=VbLIz0FD1lXgPtC7kGUjNVc7IFM=,"Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienTrendy, EdelLautSchickFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: DessertBedienungWLAN kostenlosAlle AlkoholikaHunde erlaubtRollstuhlgerechtKein TV",47.377292,8.535307,1.0,0.0,1.0,1.0,1.0,1.0
1705095995-37,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Rico’s,https://de.yelp.ch/biz/ricos-k%C3%BCsnacht-zh?osq=Restaurants,Rico's,3.3,(4 reviews),Schweizer Küche,,,"12:00 PM - 2:00 PM, 7:00 PM - 10:00 PM",Seestrasse 160 8700 Küsnacht Zh,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.315517%2C8.579823&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.315517%2C8.579823&signature=tP5vWkWUjm6a6mPJqqF2WGBu_Y8=,Reservationen möglichSitzplätze im FreienAlle Alkoholika,47.315517,8.579823,1.0,,1.0,,,
1705096001-38,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Malabar,https://de.yelp.ch/biz/malabar-z%C3%BCrich?osq=Restaurants,Malabar,4.4,(17 reviews),Indisch,3.0,,"11:30 AM - 2:00 PM, 5:30 PM - 12:30 AM (Folgetag)",Wallisellenstrasse 11 8050 Zürich,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.410525%2C8.548458&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.410525%2C8.548458&signature=EKKkfPqOuifrNKbI7yxjaaBSvog=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienEdelLeiseFür Gruppen geeignetFür Kinder geeignetTV,47.410525,8.548458,1.0,0.0,1.0,1.0,1.0,1.0
1705096014-40,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Schützengasse,https://de.yelp.ch/biz/sch%C3%BCtzengasse-z%C3%BCrich?osq=Restaurants,Schützengasse,4.2,(11 reviews),Schweizer Küche,3.0,,"11:30 AM - 2:00 PM, 6:00 PM - 12:00 AM (Folgetag)",Schützengasse 32 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.377135%2C8.537541&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.377135%2C8.537541&signature=o2OlcNisYEoWuB-IJrn4WBP-ym8=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienModerate LautstärkeFür Gruppen geeignetAlle AlkoholikaTVNicht für Kinder geeignet,47.377135,8.537541,1.0,0.0,1.0,0.0,1.0,1.0
1705096024-41,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,ilter’s,https://de.yelp.ch/biz/ilters-z%C3%BCrich?osq=Restaurants,ilter's,4.0,(3 reviews),Fast Food,1.0,,10:00 AM - 11:00 PM,Schaffhauserstrasse 126 8057 Zürich,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.396459%2C8.540962&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.396459%2C8.540962&signature=lpFAuUP9WUCaJm_NPlqYvAej_VY=,Lieferung möglichBestellung zum AbholenKeine ReservierungenSitzplätze im FreienLautFür Gruppen geeignetFür Kinder geeignetNur Bier & WeinTV,47.396459,8.540962,,1.0,1.0,1.0,1.0,1.0
1705096030-42,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Tessin Grotto,https://de.yelp.ch/biz/tessin-grotto-z%C3%BCrich?osq=Restaurants,Tessin Grotto,4.0,(6 reviews),Italienisch,2.0,,9:00 AM - 11:00 PM,Waidbadstrasse 151 Zürich-Höngg 8037 Zürich,Kreis 10,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.403237%2C8.516013&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.403237%2C8.516013&signature=eqxPf484ODqDSHuXzJLhJNf4xcU=,Reservationen möglichLieferung möglichKeine MitnahmeSitzplätze im FreienModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetWLAN kostenlosNur Bier & WeinTV,47.403237,8.516013,1.0,1.0,1.0,1.0,1.0,1.0
1705096036-43,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Tschingg,https://de.yelp.ch/biz/tschingg-z%C3%BCrich-2?osq=Restaurants,Tschingg,3.8,(6 reviews),Italienisch,2.0,,9:00 AM - 8:00 PM,Schaffhauserstrasse 353 8050 Zürich,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.409786%2C8.546027&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.409786%2C8.546027&signature=He9JpBA14wVqH5DoQgUlkQFleO8=,Keine ReservierungenFür Gruppen geeignetFür Kinder geeignet,47.409786,8.546027,,,,1.0,1.0,
1705096042-44,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Millennium,https://de.yelp.ch/biz/millennium-z%C3%BCrich-2?osq=Restaurants,Millennium,4.4,(14 reviews),Türkisch,2.0,,7:30 AM - 7:30 AM (Folgetag),Limmatplatz 1 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384212%2C8.531719&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384212%2C8.531719&signature=g9sSsQ7DCIKBudT4K0F3RL3ODJs=,"Bestellung zum AbholenKeine ReservierungenKein LieferserviceSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Mittagessen, AbendessenBedienungNur Bier & WeinDrive-ThruTV",47.384212,8.531719,,0.0,1.0,1.0,1.0,1.0
1705096058-47,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Zapote,https://de.yelp.ch/biz/zapote-z%C3%BCrich?osq=Restaurants,Zapote,5.0,(1 review),Mexikanisch,,,7:00 AM - 9:00 PM,Löwenstrasse 11 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.373755%2C8.534899&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.373755%2C8.534899&signature=PbjxGmvaFpRpscRIz9g2KmS2sPs=,Lieferung möglichFür Gruppen geeignetFür Kinder geeignet,47.373755,8.534899,,1.0,,1.0,1.0,
1705096064-48,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Ooki,https://de.yelp.ch/biz/ooki-z%C3%BCrich-3?osq=Restaurants,Ooki,4.1,(13 reviews),Ramen,,,"11:30 AM - 2:00 PM, 6:30 PM - 12:00 AM (Folgetag)",Zentralstrasse 53 8003 Zürich,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372047%2C8.518616&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372047%2C8.518616&signature=ru-ae_J6Ffcy2D1shQsthULe_5A=,Reservationen möglichVegane Angebote,47.372047,8.518616,1.0,,,,,
1705096069-49,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Sorell Restaurant Zürichberg,https://de.yelp.ch/biz/sorell-restaurant-z%C3%BCrichberg-z%C3%BCrich?osq=Restaurants,Sorell Restaurant Zürichberg,4.0,(2 reviews),Schweizer Küche,,,"6:30 AM - 2:00 PM, 6:00 PM - 11:30 PM",Orellistrasse 21 8044 Zürich,Kreis 7,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.382461%2C8.566882&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.382461%2C8.566882&signature=0xYWjrQJ7KEraifQJXIkEzeoll4=,Reservationen möglichBestellung zum AbholenKein LieferserviceFür Kinder geeignet,47.382461,8.566882,1.0,0.0,,1.0,,
1705096076-50,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Restaurant Turbinenhalle Bar,https://de.yelp.ch/biz/restaurant-turbinenhalle-bar-z%C3%BCrich?osq=Restaurants,Restaurant Turbinenhalle Bar,4.3,(7 reviews),International,2.0,,"11:00 AM - 2:30 PM, 4:30 PM - 11:30 PM",Badenerstrasse 571 8048 Zürich,Kreis 9,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384089%2C8.496331&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384089%2C8.496331&signature=3OvzNZc8fFjbJE0YvaSHjcI4O2c=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienLeiseFür Gruppen geeignetNur Bier & WeinTVNicht für Kinder geeignet,47.384089,8.496331,1.0,0.0,1.0,0.0,1.0,1.0
1705096086-51,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Bebek,https://de.yelp.ch/biz/bebek-z%C3%BCrich-2?osq=Restaurants,Bebek,4.1,(40 reviews),Café,2.0,,7:00 AM - 1:00 AM (Folgetag),Badenerstrasse 171 8003 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.374502%2C8.520683&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.374502%2C8.520683&signature=U0nRNnF3Y5AzKGQre52JWhvKfuc=,"Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienLeger, TrendyModerate LautstärkeFür Gruppen geeignetEmpfehlenswert für: Brunch, MittagessenParkieren an der StrasseBedienungWLAN kostenlosAlle AlkoholikaTVNicht für Kinder geeignet",47.374502,8.520683,1.0,0.0,1.0,0.0,1.0,1.0
1705096093-52,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Restaurant Gertrudhof,https://de.yelp.ch/biz/restaurant-gertrudhof-z%C3%BCrich?osq=Restaurants,Restaurant Gertrudhof,4.1,(8 reviews),Schweizer Küche,2.0,,"11:00 AM - 2:00 PM, 5:30 PM - 11:00 PM",Gertrudstrasse 26 8003 Zürich,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.373892%2C8.515777&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.373892%2C8.515777&signature=ePcQ02c-ILF5Vz0riIF5z6MESy8=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienFür Gruppen geeignetFür Kinder geeignetNur Bier & WeinTVKein WLAN,47.373892,8.515777,1.0,0.0,1.0,1.0,1.0,1.0
1705096100-53,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Restaurant Viadukt,https://de.yelp.ch/biz/restaurant-viadukt-z%C3%BCrich-2?osq=Restaurants,Restaurant Viadukt,3.8,(29 reviews),Modern-Europäisch,3.0,,8:00 AM - 12:00 AM (Folgetag),Viaduktstrasse 69 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.386224%2C8.522100&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.386224%2C8.522100&signature=27lpM2hP3hsXT9sXdx60jn-RUnA=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: MittagessenParkieren an der StrasseAlle AlkoholikaTVKein BilliardtischKein WLAN,47.386224,8.5221,1.0,0.0,1.0,1.0,1.0,1.0
1705096107-54,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Restaurant Volkshaus,https://de.yelp.ch/biz/restaurant-volkshaus-z%C3%BCrich?osq=Restaurants,Restaurant Volkshaus,4.1,(50 reviews),Schweizer Küche,2.0,,8:00 AM - 1:00 AM (Folgetag),Stauffacherstrasse 60 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.375585%2C8.527166&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.375585%2C8.527166&signature=x5j7SvR0tyzfwAYrK8E_7DJCcAg=,"Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienTrendy, LegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetParkieren an der StrasseWLAN kostenlosAlle AlkoholikaTV",47.375585,8.527166,1.0,0.0,1.0,1.0,1.0,1.0
1705096114-55,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Dong Que,https://de.yelp.ch/biz/dong-que-z%C3%BCrich?osq=Restaurants,Dong Que,4.4,(18 reviews),Vietnamesisch,2.0,,"11:00 AM - 2:00 PM, 5:00 PM - 10:00 PM",Schaffhauserstrasse 475 8052 Zürich,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.420675%2C8.548898&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.420675%2C8.548898&signature=UlEBYoHe5V9WY1eS8QDAjbPyEfQ=,Reservationen möglichBestellung zum AbholenKein LieferserviceLeiseFür Kinder geeignetTVKeine Sitzplätze im FreienNicht für Gruppen geeignet,47.420675,8.548898,1.0,0.0,1.0,1.0,0.0,1.0
1705096119-56,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Steakhouse Old Town,https://de.yelp.ch/biz/steakhouse-old-town-z%C3%BCrich?osq=Restaurants,Steakhouse Old Town,4.5,(4 reviews),Steakhouse,,,,Niederdorfstrasse 19 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.373683%2C8.543581&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.373683%2C8.543581&signature=pWehPSo-FDlnYWCpEUgL62X1iZI=,Edel,47.373683,8.543581,,,,,,
1705096126-57,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Lam Asia Restaurant & Takeaway,https://de.yelp.ch/biz/lam-asia-restaurant-und-takeaway-z%C3%BCrich?osq=Restaurants,Lam Asia Restaurant & Takeaway,4.0,(2 reviews),Asiatische Fusionsküche,1.0,,,Wattstrasse 3 8050 Zürich,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.412789%2C8.545135&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.412789%2C8.545135&signature=ANDxvuGe-7hdHkj_Vrx_sdUYx7Q=,Reservationen möglichLieferung möglichBestellung zum AbholenSitzplätze im FreienFür Gruppen geeignetFür Kinder geeignetParkieren an der StrasseBedienungTV,47.412789,8.545135,1.0,1.0,1.0,1.0,1.0,1.0
1705096138-59,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Nikos - Griechische Taverne,https://de.yelp.ch/biz/nikos-griechische-taverne-z%C3%BCrich?osq=Restaurants,Nikos - Griechische Taverne,3.9,(7 reviews),Griechisch,2.0,,"11:00 AM - 2:00 PM, 5:00 PM - 12:00 AM (Folgetag)",Albisriederstrasse 181 8047 Zürich,Kreis 9,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.377540%2C8.498310&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.377540%2C8.498310&signature=juj2Gn9vo9Y2HxyAy09cRB0_rYI=,Reservationen möglichBestellung zum AbholenSitzplätze im FreienFür Gruppen geeignetFür Kinder geeignetNur Bier & WeinKein WLAN,47.37754,8.49831,1.0,,1.0,1.0,1.0,
1705096145-60,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Restaurant Lumière,https://de.yelp.ch/biz/restaurant-lumi%C3%A8re-z%C3%BCrich?osq=Restaurants,Restaurant Lumière,4.3,(11 reviews),Französisch,,,"11:30 AM - 2:30 PM, 6:00 PM - 11:00 PM",Widdergasse 5 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372140%2C8.540088&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372140%2C8.540088&signature=vKCX4suqoZbG3Jv4or1rDCHKEQU=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienFür Gruppen geeignetBedienungNicht für Kinder geeignetKein WLANKeine Happy HourNicht RollstuhlgerechtKein TV,47.37214,8.540088,1.0,0.0,1.0,0.0,1.0,1.0
1705096155-61,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=170,Linde Oberstrass,https://de.yelp.ch/biz/linde-oberstrass-z%C3%BCrich-2?osq=Restaurants,Linde Oberstrass,4.2,(13 reviews),Brauerei,2.0,,8:00 AM - 12:00 AM (Folgetag),Universitätstrasse 91 8006 Zürich,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383418%2C8.547982&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383418%2C8.547982&signature=aiHUs3bXZQlrmPPqUiyq1fRuQoQ=,Reservationen möglichFür Gruppen geeignetFür Kinder geeignetWLAN kostenlosNur Bier & Wein,47.383418,8.547982,1.0,,,1.0,1.0,
1705096162-62,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=170,Tao’s,https://de.yelp.ch/biz/taos-z%C3%BCrich?osq=Restaurants,Tao's,3.8,(24 reviews),Bar,3.0,,12:00 PM - 1:00 AM (Folgetag),Augustinergasse 3 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.371519%2C8.540275&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.371519%2C8.540275&signature=5RvXlm6HS3rXePG75ufxE3S44VU=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienRomantischModerate LautstärkeFür Gruppen geeignetAlle AlkoholikaTVNicht für Kinder geeignet,47.371519,8.540275,1.0,0.0,1.0,0.0,1.0,1.0
1705096169-63,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=170,Restaurant Rosengarten,https://de.yelp.ch/biz/restaurant-rosengarten-z%C3%BCrich-2?osq=Restaurants,Restaurant Rosengarten,4.2,(9 reviews),International,3.0,,"11:30 AM - 2:00 PM, 6:00 PM - 11:30 PM",Gemeindestrasse 60 8032 Zürich,Kreis 7,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.369804%2C8.556397&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.369804%2C8.556397&signature=jQ3xciYRmy_xkfYARLhcEvjdCm4=,Reservationen möglichSitzplätze im FreienEdelModerate LautstärkeFür Kinder geeignetNur Bier & WeinTVNicht für Gruppen geeignet,47.369804,8.556397,1.0,,1.0,1.0,0.0,1.0
