web-scraper-order,web-scraper-start-url,detail_link,detail_link-href,restaurant_name,total_stars,number_of_reviews,cuisine_type,price_class,raw_description,opening_times,address,amenities,district,long_lat,lat,long,reservation_status
1704907317-210,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Fleisch am Chnoche,https://de.yelp.ch/biz/fleisch-am-chnoche-z%C3%BCrich-2?osq=Restaurants,Fleisch am Chnoche,5.0,(2 reviews),BBQ & Barbecue,,"Treffpunkt für einzigartige Gastroerlebnisse in unmittelbarer Stadtnähe, quer durch die
Jahreszeiten: Im Sommer im lauschigen, waldnahen Garten, in freier Natur, am rauschenden
Werenbach. Bei kühler Witterung, in entspannendem Ambiente in unserer gemütlichen weissgede…","11:00 AM - 2:00 PM, 6:00 PM - 12:00 AM (Folgetag)",Trichtenhausenstrasse 235 8053 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.350808%2C8.602018&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.350808%2C8.602018&signature=EgazP3ZseSnIXDOVl3pNspoLu8g=,47.350808,8.602018,1.0
1704907321-211,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,La Muña,https://de.yelp.ch/biz/la-mu%C3%B1a-z%C3%BCrich?osq=Restaurants,La Muña,5.0,(3 reviews),Japanisch,,,12:00 PM - 11:00 PM,Utoquai 45 8008 Zürich,Edel,Kreis 8,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.362780%2C8.547407&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.362780%2C8.547407&signature=OfVnd30ta8qUFSqA5X7HVH-MG_E=,47.36278,8.547407,
1704907326-212,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,4Leoni,https://de.yelp.ch/biz/4leoni-z%C3%BCrich?osq=Restaurants,4Leoni,4.7,(3 reviews),Italienisch,$$$,,"11:30 AM - 2:30 PM, 6:00 PM - 11:30 PM",Luisenstrasse 43 8005 Zürich,Reservationen möglichModerate LautstärkeFür Gruppen geeignetFür Kinder geeignet,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384275%2C8.530161&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384275%2C8.530161&signature=Mmf4neUYfqriqgl0H62VJJ1KJ54=,47.384275,8.530161,1.0
1704907330-213,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Tenz Momo,https://de.yelp.ch/biz/tenz-momo-z%C3%BCrich?osq=Restaurants,Tenz Momo,4.8,(5 reviews),Himalayisch/Nepalesisch,,,"11:30 AM - 2:00 PM, 5:00 PM - 12:00 AM (Folgetag)",Hohlstrasse 44 8004 Zürich,,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.377740%2C8.526002&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.377740%2C8.526002&signature=7XHg8RUzvgI0JtJ3Np6Z-ANIGVY=,47.37774,8.526002,
1704907335-214,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,b.good,https://de.yelp.ch/biz/b-good-z%C3%BCrich-2?osq=Restaurants,b.good,3.9,(14 reviews),Burger,$,,11:30 AM - 10:30 PM,Langstrasse 211 8005 Zürich,Bestellung zum AbholenKeine ReservierungenKein LieferserviceFür Gruppen geeignet,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383060%2C8.529982&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383060%2C8.529982&signature=3G7dA7SMET100FXCbe_Tb7whZkU=,47.38306,8.529982,0.0
1704907339-215,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Mi Mi Sa,https://de.yelp.ch/biz/mi-mi-sa-z%C3%BCrich?osq=Restaurants,Mi Mi Sa,4.8,(17 reviews),Koreanisch,$$,,10:00 AM - 3:00 PM,Bahnhaldenstrasse 2 8052 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceLeger,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.419446%2C8.546937&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.419446%2C8.546937&signature=T0IxJRuyyVZz7eKYX6fAGtKLHNU=,47.419446,8.546937,1.0
1704907344-216,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Yamas,https://de.yelp.ch/biz/yamas-z%C3%BCrich?osq=Restaurants,Yamas,4.5,(6 reviews),Weinbar,$$,,9:00 AM - 11:00 PM,Lagerstrasse 48 8004 Zürich,Reservationen möglichKein LieferserviceSitzplätze im FreienFür Gruppen geeignet,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.378700%2C8.531747&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.378700%2C8.531747&signature=XcEBqsfKv_r1sFDE8FvFzb10NbY=,47.3787,8.531747,1.0
1704907348-217,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,La Taqueria,https://de.yelp.ch/biz/la-taqueria-z%C3%BCrich?osq=Restaurants,La Taqueria,4.4,(74 reviews),Mexikanisch,$$,"La Taqueria ist ein authentisches, legeres, mexikanisches Esslokal im Zentrum von Zürich-Altstetten.
 Es verbindet schnellen und freundlichen Service mit unglaublichem mexikanischen Essen (Tacos!) 
und ein einladender Ort, um ein gutes Essen, ein kaltes mexikanisches Bier oder eine authentisch…",11:30 AM - 10:00 PM,Altstetterstrasse 140 a 8048 Zürich,Reservationen möglichLieferung möglichBestellung zum AbholenSitzplätze im Freien,Kreis 9,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.387881%2C8.487561&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.387881%2C8.487561&signature=vFImd0ZThIq_c4XddbsF96ZA8yc=,47.387881,8.487561,1.0
1704907353-218,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Damas,https://de.yelp.ch/biz/damas-z%C3%BCrich?osq=Restaurants,Damas,4.7,(7 reviews),Persisch,$$,,10:00 AM - 12:00 AM (Folgetag),Josefstrasse 151 8005 Zürich,Reservationen möglichLieferung möglichBestellung zum AbholenSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384635%2C8.527504&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384635%2C8.527504&signature=gu-_Jq0Me969S3GZtWE0i7Z2gC0=,47.384635,8.527504,1.0
1704907357-219,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Afghan Anar,https://de.yelp.ch/biz/afghan-anar-z%C3%BCrich?osq=Restaurants,Afghan Anar,5.0,(1 review),Afghanisch,,,"11:30 AM - 2:00 PM, 6:00 PM - 11:00 PM",Fierzgasse 22 8005 Zürich,,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383968%2C8.531788&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383968%2C8.531788&signature=lTskXQCrE30ad0Lgm93UqAy0lw4=,47.383968,8.531788,
1704907367-220,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Raclette Factory,https://de.yelp.ch/biz/raclette-factory-z%C3%BCrich?osq=Restaurants,Raclette Factory,4.4,(142 reviews),Schweizer Küche,$$,"Wir sind das weltweit erste Raclette Restaurant und Take-Away. Bei uns gibt es Raclette in ein
Dutzend Variationen mit den unterschiedlichsten Käsesorten.",11:30 AM - 10:30 PM,Rindermarkt 1 8001 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372384%2C8.543965&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372384%2C8.543965&signature=7k307CImYIyzP6gAgXjHdeVtidg=,47.372384,8.543965,1.0
1704907372-221,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Gaijin Izakaya,https://de.yelp.ch/biz/gaijin-izakaya-z%C3%BCrich?osq=Restaurants,Gaijin Izakaya,4.7,(3 reviews),Japanisch,,,6:00 PM - 12:00 AM (Folgetag),Birmensdorferstrasse 5 8004 Zürich,,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372938%2C8.527792&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372938%2C8.527792&signature=Sl1VAyNLZhWuw162Xw8h_H47PZQ=,47.372938,8.527792,
1704907378-222,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Alpenrose,https://de.yelp.ch/biz/alpenrose-z%C3%BCrich-2?osq=Restaurants,Alpenrose,4.5,(23 reviews),Schweizer Küche,$$$,"Die Alpenrose ist seit dem 23. Juli 2016 dauerhaft geschlossen. Tine und Katharina, die grossartigen
Wirtinnen, der Alpenrose widmen sich neuen Projekten.  Alle Beiträge bis und mit 23. Juli 2016
betreffen die Alpenrose, wie wir sie kennen. Diese Alpenrose gibt es aber nicht mehr.  Alle Beiträg…",9:00 AM - 11:00 PM,Fabrikstrasse 12 8005 Zürich,Reservationen möglichKeine MitnahmeFür Gruppen geeignetFür Kinder geeignet,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.387221%2C8.528477&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.387221%2C8.528477&signature=hNmTKYExcet0AB37iYJoVNWx4no=,47.387221,8.528477,1.0
1704907383-223,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Drei Stuben Restaurant,https://de.yelp.ch/biz/drei-stuben-restaurant-z%C3%BCrich?osq=Restaurants,Drei Stuben Restaurant,4.5,(15 reviews),Modern-Europäisch,$$$,,"11:00 AM - 3:00 PM, 5:00 PM - 12:00 AM (Folgetag)",Beckenhofstrasse 5 8006 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383274%2C8.541596&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383274%2C8.541596&signature=aD9fsz1HN9ARkJfVmFML9kmFMRc=,47.383274,8.541596,1.0
1704907388-224,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Dont Worry Eat Curry,https://de.yelp.ch/biz/dont-worry-eat-curry-z%C3%BCrich?osq=Restaurants,Dont Worry Eat Curry,4.3,(6 reviews),Sri-Lan­kisch,$$,,11:30 AM - 10:00 PM,Mattengasse 29 8005 Zürich,Reservationen möglichLieferung möglichBestellung zum AbholenSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.382835%2C8.530808&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.382835%2C8.530808&signature=QKV8w12irSU_ZR3XvfCuMVIoEKk=,47.382835,8.530808,1.0
1704907393-225,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Fork & Bottle,https://de.yelp.ch/biz/fork-und-bottle-z%C3%BCrich?osq=Restaurants,Fork & Bottle,4.3,(85 reviews),Amerikanisch,$$,"Craft Beer Saturday & Sunday Brunch Farm to Table Cuisine Family Friendly Vegetarian & Gluten
Free Options",11:30 AM - 10:00 PM,Allmendstrasse 20 8002 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.352246%2C8.524412&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.352246%2C8.524412&signature=WrSQ9MU3qZfp6Y5MISZYbVVAUCk=,47.352246,8.524412,1.0
1704907398-226,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Yume Ramen,https://de.yelp.ch/biz/yume-ramen-z%C3%BCrich?osq=Restaurants,Yume Ramen,4.1,(16 reviews),Ramen,,,"11:30 AM - 1:30 PM, 6:00 PM - 9:30 PM",Reitergasse 6 8004 Zürich,Bestellung zum AbholenKein LieferserviceVegane AngeboteEdel,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.376653%2C8.533280&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.376653%2C8.533280&signature=YLybxxFzUF9C5kWeupvKpjCKUKg=,47.376653,8.53328,
1704907403-227,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Chiang Mai,https://de.yelp.ch/biz/chiang-mai-z%C3%BCrich-3?osq=Restaurants,Chiang Mai,4.1,(11 reviews),Thailändisch,$,,10:30 AM - 7:00 PM,Zollstrasse 56 8005 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.380691%2C8.533757&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.380691%2C8.533757&signature=az0smO1dJV7qIjyIUWN0PzlQBNk=,47.380691,8.533757,1.0
1704907407-228,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Pho Na,https://de.yelp.ch/biz/pho-na-z%C3%BCrich?osq=Restaurants,Pho Na,4.0,(11 reviews),Asiatische Fusionsküche,$,,11:00 AM - 10:00 PM,Josefstrasse 42 8005 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceFür Gruppen geeignet,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.381655%2C8.533006&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.381655%2C8.533006&signature=9nWQSV21_WX5PyWkyHWVuG4nOkw=,47.381655,8.533006,1.0
1704907412-229,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Neni,https://de.yelp.ch/biz/neni-z%C3%BCrich-2?osq=Restaurants,Neni,3.9,(21 reviews),Israelisch,$$,,6:30 AM - 12:00 AM (Folgetag),Langstrasse 150 8004 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.380444%2C8.528697&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.380444%2C8.528697&signature=LHSaZF89MA0JBg6bVtTbOeX8KY0=,47.380444,8.528697,1.0
1704907421-230,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Co Chin Chin,https://de.yelp.ch/biz/co-chin-chin-z%C3%BCrich?osq=Restaurants,Co Chin Chin,4.3,(15 reviews),Vietnamesisch,$$,,"11:00 AM - 2:30 PM, 6:00 PM - 11:00 PM",Gasometerstrasse 7 8005 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceFür Gruppen geeignet,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383767%2C8.528473&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383767%2C8.528473&signature=2OxaRsYGK9hnKQHhCkwJXCU06og=,47.383767,8.528473,1.0
1704907426-231,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Frau Gerolds Garten,https://de.yelp.ch/biz/frau-gerolds-garten-z%C3%BCrich?osq=Restaurants,Frau Gerolds Garten,4.4,(88 reviews),BBQ & Barbecue,$$,,6:00 PM - 12:00 AM (Folgetag),Geroldstrasse 23 8005 Zürich,Bestellung zum AbholenKeine ReservierungenKein LieferserviceSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.385119%2C8.519054&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.385119%2C8.519054&signature=h0_hIEF13Eb6HJqEKjmtvKezbHs=,47.385119,8.519054,0.0
1704907431-232,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Urban Fork,https://de.yelp.ch/biz/urban-fork-z%C3%BCrich?osq=Restaurants,Urban Fork,4.0,(1 review),Amerikanisch,,,"11:30 AM - 2:00 PM, 6:00 PM - 10:00 PM",Ackerstrasse 56 8005 Zürich,,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383238%2C8.533213&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383238%2C8.533213&signature=FODdymPdaYL2g5VDHzHGp7HhUQk=,47.383238,8.533213,
1704907436-233,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Maison Blunt,https://de.yelp.ch/biz/maison-blunt-z%C3%BCrich-2?osq=Restaurants,Maison Blunt,3.9,(81 reviews),Marokkanisch,$$,,8:00 AM - 12:00 AM (Folgetag),Gasometerstrasse 5 8005 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383713%2C8.528347&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383713%2C8.528347&signature=85sZsYMnrWKiCkPPtPftsF3oHUU=,47.383713,8.528347,1.0
1704907441-234,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,El Luchador,https://de.yelp.ch/biz/el-luchador-z%C3%BCrich?osq=Restaurants,El Luchador,4.1,(31 reviews),Mexikanisch,$$,,5:00 PM - 12:00 AM (Folgetag),Konradstrasse 69 8005 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.381771%2C8.533667&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.381771%2C8.533667&signature=pm0ThM61wYou00p8HDyQXQVx45A=,47.381771,8.533667,1.0
1704907446-235,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,OOO Rooftop,https://de.yelp.ch/biz/ooo-rooftop-z%C3%BCrich?osq=Restaurants,OOO Rooftop,4.1,(30 reviews),Asiatische Fusionsküche,$$$$,,9:00 AM - 12:00 AM (Folgetag),Bahnhofstrasse 74 8001 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeVegane Angebote,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.374664%2C8.538928&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.374664%2C8.538928&signature=jws7pJVl4i9adCyZASF284FbKFo=,47.374664,8.538928,1.0
1704907450-236,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Zeughauskeller,https://de.yelp.ch/biz/zeughauskeller-z%C3%BCrich?osq=Restaurants,Zeughauskeller,4.0,(460 reviews),Schweizer Küche,$$,,11:30 AM - 11:00 PM,Bahnhofstrasse 28 A 8001 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.370352%2C8.539920&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.370352%2C8.539920&signature=2ujWMHgVbsUUffALa9heuvsSiaU=,47.370352,8.53992,1.0
1704907455-237,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,LA Brea,https://de.yelp.ch/biz/la-brea-z%C3%BCrich?osq=Restaurants,LA Brea,3.3,(3 reviews),Mexikanisch,,,"11:30 AM - 1:30 PM, 6:00 PM - 10:00 PM",Josefstrasse 59 8005 Zürich,Bestellung zum AbholenKein LieferserviceSitzplätze im FreienBedienung,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.382061%2C8.531849&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.382061%2C8.531849&signature=9qHz5ItKWaNdLrM9cfi4-S5802U=,47.382061,8.531849,
1704907459-238,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Josef,https://de.yelp.ch/biz/josef-z%C3%BCrich?osq=Restaurants,Josef,4.3,(48 reviews),Modern-Europäisch,$$$,,"11:30 AM - 2:00 PM, 5:00 PM - 1:00 AM (Folgetag)",Gasometerstrasse 24 8005 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383849%2C8.529006&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383849%2C8.529006&signature=pIg19HZm1j540i5G-MWomldGvI4=,47.383849,8.529006,1.0
1704907464-239,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,The Bite,https://de.yelp.ch/biz/the-bite-z%C3%BCrich?osq=Restaurants,The Bite,4.4,(93 reviews),Amerikanisch,$$,"We are a Swiss-Canadian gourmet burger concept, located in Zurich's Kreis 4 District. Our food is
wholesome, using only the freshest ingredients that we can find. The burger buns are made of a
buttered brioche bread and our meat is high quality Swiss beef, ground in a unique (secret!) blend.","11:30 AM - 1:30 PM, 6:00 PM - 10:00 PM",Brauerstrasse 15 8004 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceLeger,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.377298%2C8.527767&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.377298%2C8.527767&signature=r_UKZ7uV4PwMWYx1pg7Gh8QplyM=,47.377298,8.527767,1.0
